Region,Departement,Commune,LieuDeVote,Bureau,Electeurs,Implantation
TAMBACOUNDA,BAKEL,BAKEL,ECOLE 3,01,523,CLASSE CE1B
TAMBACOUNDA,BAKEL,BAKEL,ECOLE 3,02,524,CLASSE CM2B
TAMBACOUNDA,BAKEL,BAKEL,ECOLE 3,03,523,CLASSE CI B
TAMBACOUNDA,BAKEL,BAKEL,ECOLE AMADOU WARANKA NDIAYE,01,522,CLASSE CE1B
TAMBACOUNDA,BAKEL,BAKEL,ECOLE AMADOU WARANKA NDIAYE,02,525,CLASSE CM1B
TAMBACOUNDA,BAKEL,BAKEL,ECOLE AMADOU WARANKA NDIAYE,03,524,CLASSE CE2 A
TAMBACOUNDA,BAKEL,BAKEL,ECOLE AMADOU WARANKA NDIAYE,04,523,CLASSE CE1 A
TAMBACOUNDA,BAKEL,BAKEL,ECOLE IBRAHIMA MALAL DIAMAN BATHILY,01,581,CLASSE CP A
TAMBACOUNDA,BAKEL,BAKEL,ECOLE IBRAHIMA MALAL DIAMAN BATHILY,02,580,CLASSE CM2 A
TAMBACOUNDA,BAKEL,BAKEL,ECOLE IBRAHIMA MALAL DIAMAN BATHILY,03,581,CLASSE CM2 B
TAMBACOUNDA,BAKEL,BAKEL,MAIRIE,01,541,SALLE DELIBERATIONS
TAMBACOUNDA,BAKEL,BAKEL,MAIRIE,02,540,BUREAU SECRETARIAT
TAMBACOUNDA,BAKEL,BAKEL,MAIRIE,03,539,SALLE 1 SALLE DES FETES MAIRIE
TAMBACOUNDA,BAKEL,BAKEL,MAIRIE,04,539,SALLE 2 SALLE DES FETES MAIRIE
TAMBACOUNDA,BAKEL,BAKEL,MAIRIE,05,537,BUREAU SALLE DES FETES MAIRIE
TAMBACOUNDA,BAKEL,BAKEL,THEATRE DE VERDURE,01,559,ECOLE FANDALE SALLE DE CLASSE
TAMBACOUNDA,BAKEL,BAKEL,THEATRE DE VERDURE,02,483,ECOLE FANDALE CLASSE CE1
TAMBACOUNDA,BAKEL,BAKEL,THEATRE DE VERDURE,03,480,ECOLE FANDALE CLASSE CM2
TAMBACOUNDA,BAKEL,BALLOU,AROUNDOU,01,555,CLASSE CP
TAMBACOUNDA,BAKEL,BALLOU,AROUNDOU,02,552,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,AROUNDOU,03,272,CLASSE CE2 A
TAMBACOUNDA,BAKEL,BALLOU,BALLOU,01,558,CLASSE CP
TAMBACOUNDA,BAKEL,BALLOU,BALLOU,02,568,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,BALLOU,03,563,CLASSE CM2
TAMBACOUNDA,BAKEL,BALLOU,BALLOU,04,393,CLASSE CM1
TAMBACOUNDA,BAKEL,BALLOU,DEBECOULE,01,257,CLASSE CM1
TAMBACOUNDA,BAKEL,BALLOU,DEDJI,01,374,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,DJIMBE,01,375,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,GOLMI,01,577,CLASSE CP
TAMBACOUNDA,BAKEL,BALLOU,GOLMI,02,576,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,GOLMI,03,582,CLASSE CM1
TAMBACOUNDA,BAKEL,BALLOU,GOLMI,04,579,CLASSE CM2
TAMBACOUNDA,BAKEL,BALLOU,HAMADJI,01,335,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,KOUNGANY,01,465,CLASSE CI
TAMBACOUNDA,BAKEL,BALLOU,KOUNGANY,02,464,CLASSE CM1
TAMBACOUNDA,BAKEL,BALLOU,KOUNGANY,03,464,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,SEBOU,01,353,CLASSE CE1
TAMBACOUNDA,BAKEL,BALLOU,YAFERA,01,493,CLASSE CE1
TAMBACOUNDA,BAKEL,BALLOU,YAFERA,02,491,CLASSE CM1
TAMBACOUNDA,BAKEL,BELE,ARIGABO,01,282,CLASSE
TAMBACOUNDA,BAKEL,BELE,ARI HARA,01,221,CLASSE
TAMBACOUNDA,BAKEL,BELE,BELE,01,512,CLASSE
TAMBACOUNDA,BAKEL,BELE,BELE,02,244,CLASSE
TAMBACOUNDA,BAKEL,BELE,DAHARATOU,01,503,CLASSE
TAMBACOUNDA,BAKEL,BELE,DAHARATOU,02,504,SALLE DE CLASSE
TAMBACOUNDA,BAKEL,BELE,DIALIGUEL,01,363,CLASSE
TAMBACOUNDA,BAKEL,BELE,DIYABOUGOU MOSSI,01,97,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,FETE GOLOMBI,01,82,CLASSE
TAMBACOUNDA,BAKEL,BELE,GAMBIDIAOUBE,01,88,ABRI PPROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GOUREL BOULI,01,156,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GOUREL MAMADOU BARA,01,152,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GUIROBE,01,133,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GUITTA,01,316,CLASSE
TAMBACOUNDA,BAKEL,BELE,NAYE,01,515,CLASSE
TAMBACOUNDA,BAKEL,BELE,OUBAVOL,01,468,CLASSE
TAMBACOUNDA,BAKEL,BELE,OURO HIMADOU,01,538,CLASSE
TAMBACOUNDA,BAKEL,BELE,OURO SOULEY,01,179,CLASSE
TAMBACOUNDA,BAKEL,BELE,SELING,01,274,CLASSE
TAMBACOUNDA,BAKEL,BELE,SENO ISSAGA,01,135,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,SENOUDEBOU,01,419,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,SENOUDEBOU,02,419,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,SENO YOUPE,01,209,CLASSE
TAMBACOUNDA,BAKEL,BELE,SINTHIOU DIALIGUEL,01,469,CLASSE
TAMBACOUNDA,BAKEL,BELE,SINTHIOU SEYDOU NDOULA,01,131,CLASSE
TAMBACOUNDA,BAKEL,BELE,WALIDIALA,01,232,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,01,579,ECOLE 3 DE DIAWARA CLASSE CP
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,02,577,ECOLE 3 DE DIAWARA CLASSE CE1
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,03,576,ECOLE 3 DE DIAWARA CLASSE CE2
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,04,578,ECOLE 3 DE DIAWARA CLASSE CM1
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,05,574,ECOLE 3 DE DIAWARA CLASSE CM2
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,01,559,SALLE CLASSE CPA
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,02,555,SALLE CLASSE CM1B
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,03,552,SALLE CLASSE CE1B
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,04,252,CLASSE CM1
TAMBACOUNDA,BAKEL,GABOU,ALAHINA BAMBARA,01,241,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,BEMA,01,413,CLASSE CP
TAMBACOUNDA,BAKEL,GABOU,BORDE DIAWARA,01,257,CLASSE CE2
TAMBACOUNDA,BAKEL,GABOU,DIABAL,01,474,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,GABOU,01,558,CLASSE CE 1
TAMBACOUNDA,BAKEL,GABOU,GABOU,02,557,CM1A
TAMBACOUNDA,BAKEL,GABOU,GABOU,03,557,CLASSE
TAMBACOUNDA,BAKEL,GABOU,GABOU,04,210,CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,GOUNIA,01,482,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,GOUREL MANDIOU,01,360,CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,GUETHIE,01,192,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,KADIEL SAMBOUBOU,01,382,CLASSE CP
TAMBACOUNDA,BAKEL,GABOU,KAHE,01,387,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,MARSA,01,524,CLASSE CM1
TAMBACOUNDA,BAKEL,GABOU,MARSA,02,524,CLASSE
TAMBACOUNDA,BAKEL,GABOU,MAYEL FILI,01,92,ECOLE CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,MISSIRA SAMBA YIDE,01,222,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,MISSIRA SAMBA YIDE,02,223,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,OLOLDOU,01,150,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,SAMBA KONTAYE,01,171,CLASSE CE 2
TAMBACOUNDA,BAKEL,GABOU,SAMBA NIAME,01,380,ECOLE CLASSE CM 2
TAMBACOUNDA,BAKEL,GABOU,SARE FADOUBE,01,223,CLASSE CP
TAMBACOUNDA,BAKEL,GABOU,SINTHIOU MADINA,01,360,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,SINTHIOU SEYDOU DORO,01,357,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,SIRA DOUNDOU,01,164,CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,SIRA MAMADOU BOCAR,01,338,CLASSE CE1
TAMBACOUNDA,BAKEL,GATHIARI,BOUNDOU DIOYE,01,161,CLASSE CE2
TAMBACOUNDA,BAKEL,GATHIARI,GATHIARI,01,546,CLASSE CM1
TAMBACOUNDA,BAKEL,GATHIARI,SABOUCIRE GATHIARI,01,119,CLASSE CM1
TAMBACOUNDA,BAKEL,GATHIARI,SANOUKHOLE,01,83,CLASSE CE2
TAMBACOUNDA,BAKEL,GATHIARI,TAME,01,237,CLASSE CE1
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE ALAHINA BOCAR,01,398,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE DIBOLY,01,578,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE GUINAW RAIL,01,458,CLASSE CI A
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE GUINAW RAIL,02,316,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE SINTHIOU DIOYE,01,517,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,01,590,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,02,594,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,03,593,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,04,593,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,05,593,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,06,595,CLASSE
TAMBACOUNDA,BAKEL,MADINA FOULBE,DIOMBALOU,01,183,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MADINA FOULBE,KENIEBA,01,217,CLASSE CM1
TAMBACOUNDA,BAKEL,MADINA FOULBE,LALI,01,212,CLASSE CMI
TAMBACOUNDA,BAKEL,MADINA FOULBE,MADINA FOULBE,01,250,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,BONDJI,01,387,CLASSE CE1
TAMBACOUNDA,BAKEL,MOUDERI,DIAMWELY,01,361,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MOUDERI,ECOLE 2 DE MOUDERY,01,432,SALLE 1
TAMBACOUNDA,BAKEL,MOUDERI,ECOLE 2 DE MOUDERY,02,432,SALLE 3
TAMBACOUNDA,BAKEL,MOUDERI,ECOLE 2 DE MOUDERY,03,434,SALLE DE CLASSE
TAMBACOUNDA,BAKEL,MOUDERI,ELINGARA,01,299,CLASSE CM1
TAMBACOUNDA,BAKEL,MOUDERI,ELINGARA,02,300,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,GALLADE,01,540,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,GANDE,01,574,CLASSE CE 2
TAMBACOUNDA,BAKEL,MOUDERI,MANAEL,01,385,CLASSE CP
TAMBACOUNDA,BAKEL,MOUDERI,MANAEL,02,387,CLASSE CM1
TAMBACOUNDA,BAKEL,MOUDERI,MANTHIABOU,01,359,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,01,522,CLASSE CP
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,02,521,CLASSE CE1
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,03,522,CLASSE CM2
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,04,521,SALLE DE CLASSE
TAMBACOUNDA,BAKEL,MOUDERI,NAMANDERI,01,296,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MOUDERI,TOURIME,01,556,CLASSE CE1
TAMBACOUNDA,BAKEL,MOUDERI,TOURIME,02,557,CLASSE CM1
TAMBACOUNDA,BAKEL,MOUDERI,TUABOU,01,478,CLASSE CP
TAMBACOUNDA,BAKEL,MOUDERI,TUABOU,02,477,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,TUABOU,03,479,CLASSE CM2
TAMBACOUNDA,BAKEL,SADATOU,DIAMBOURDALA,01,258,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SADATOU,DIYABOUGOU,01,170,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,HEREMAKONO,01,107,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,LAMINIA,01,240,CLASSE CE2
TAMBACOUNDA,BAKEL,SADATOU,MANSAKODJI,01,218,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,MOUSSALA,01,139,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,SADATOU,01,469,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,SADATOU,02,462,CLASSE CM1
TAMBACOUNDA,BAKEL,SADATOU,SADATOU,03,388,CLASSE CE2
TAMBACOUNDA,BAKEL,SADATOU,SANDINGCOUNDA,01,120,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SADATOU,SENOCAREDJI,01,156,SENOCAREDJI ABRI
TAMBACOUNDA,BAKEL,SADATOU,SORETO,01,191,CLASSE CE1
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BABABE SENO DIARAL,01,133,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BANI PELLI,01,326,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BELLI DJIMBARA,01,189,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BOHE,01,85,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,FANIRA,01,105,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,FIDJIBIDJI,01,132,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,GOUNDIOUROU,01,149,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,KOUNDEL,01,136,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SAKHOCOUNDA,01,371,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SAMBA KOLO,01,364,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SEOUDJI,01,390,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SINTHIOU FISSA,01,428,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SINTHIOU SAMBA NDIARDE,01,217,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,TACOUTALA 1,01,223,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,YARIMALE,01,218,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,YOUPE HAMADI,01,294,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,YOUPE PATHE,01,242,CLASSE
TAMBACOUNDA,BAKEL,TOUMBOURA,DIDE GASSAMA,01,189,CLASSE CE2
TAMBACOUNDA,BAKEL,TOUMBOURA,MADINA TRACOLE,01,251,CLASSE CM1
TAMBACOUNDA,BAKEL,TOUMBOURA,SANSANDING,01,571,CLASSE CM2
TAMBACOUNDA,BAKEL,TOUMBOURA,TOUMBOURA,01,473,CLASSE CM1
DIOURBEL,BAMBEY,BABA GARAGE,BABA GARAGE 1,01,536,CLASSE CP A
DIOURBEL,BAMBEY,BABA GARAGE,BABA GARAGE 1,02,536,CLASSE CE1 A
DIOURBEL,BAMBEY,BABA GARAGE,BABA GARAGE 1,03,535,CLASSE CM1 A
DIOURBEL,BAMBEY,BABA GARAGE,BABA GARAGE 1,04,535,CLASSE SND S LYCEE BBG
DIOURBEL,BAMBEY,BABA GARAGE,BABA GARAGE 1,05,534,CLASSE 1ERE S LYCEE BBG
DIOURBEL,BAMBEY,BABA GARAGE,DAROU BAKHOUM,01,383,ABRI PROVISOIRE
DIOURBEL,BAMBEY,BABA GARAGE,DAROU NGUER,01,322,CLASSE CI
DIOURBEL,BAMBEY,BABA GARAGE,GNICK,01,410,ABRI PROVISOIRE
DIOURBEL,BAMBEY,BABA GARAGE,KEUR OUSMANE KANE,01,556,CLASSE CE2
DIOURBEL,BAMBEY,BABA GARAGE,KEUR OUSMANE KANE,02,75,SALLE DE CLASSE
DIOURBEL,BAMBEY,BABA GARAGE,KHAYE NDIAYE,01,316,ABRI PROVISOIRE
DIOURBEL,BAMBEY,BABA GARAGE,MBAKHE,01,243,CLASSE CM2
DIOURBEL,BAMBEY,BABA GARAGE,NDARY DIOP,01,536,CLASSE CM1
DIOURBEL,BAMBEY,BABA GARAGE,NDIABY,01,275,CLASSE CP
DIOURBEL,BAMBEY,BABA GARAGE,NDIEULBER 1,01,278,SALLE DE CLASSE CE1/CM1
DIOURBEL,BAMBEY,BABA GARAGE,NDIOBEL,01,376,CLASSE CI
DIOURBEL,BAMBEY,BABA GARAGE,SAM-SAM,01,432,ABRI PROVISOIRE
DIOURBEL,BAMBEY,BABA GARAGE,TAWA FALL,01,417,CLASSE CM1
DIOURBEL,BAMBEY,BABA GARAGE,TAWA FALL,02,416,CLASSE CE2
DIOURBEL,BAMBEY,BABA GARAGE,THIEUL FANAYE,01,355,CLASSE CM1
DIOURBEL,BAMBEY,BAMBEY,ECOLE 2,01,559,CLASSE CP A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 2,02,558,CLASSE CM2 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 2,03,567,CLASSE CE2 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 2,04,552,CLASSE CP B
DIOURBEL,BAMBEY,BAMBEY,ECOLE 2,05,532,CLASSE CI A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 2,06,371,CLASSE CM2 B
DIOURBEL,BAMBEY,BAMBEY,ECOLE 3,01,571,CLASSE CP B
DIOURBEL,BAMBEY,BAMBEY,ECOLE 3,02,574,CLASSE CM2 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 3,03,585,CLASSE CP
DIOURBEL,BAMBEY,BAMBEY,ECOLE 3,04,573,CLASSE CE2A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 3,05,268,CLASSE CI A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 4,01,585,CLASSE CE1 B
DIOURBEL,BAMBEY,BAMBEY,ECOLE 4,02,570,CLASSE CP A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 4,03,576,CLASSE CI A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 4,04,583,CLASSE CM2 B
DIOURBEL,BAMBEY,BAMBEY,ECOLE 4,05,581,CLASSE CM1 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 4,06,586,CLASSE CE1 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 4,07,150,CLASSE CE1 C
DIOURBEL,BAMBEY,BAMBEY,ECOLE 5,01,566,CLASSE CP C
DIOURBEL,BAMBEY,BAMBEY,ECOLE 5,02,555,CLASSE CM1 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 5,03,526,CLASSE CE2 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE 5,04,384,CLASSE CE1 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE ANNEXE,01,504,CLASSE CE2 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE ANNEXE,02,504,CLASSE CP B
DIOURBEL,BAMBEY,BAMBEY,ECOLE CHEIKH AWA BALLA MBACKE,01,553,CLASSE CM1 B
DIOURBEL,BAMBEY,BAMBEY,ECOLE CHEIKH AWA BALLA MBACKE,02,541,CLASSE CP A
DIOURBEL,BAMBEY,BAMBEY,ECOLE CHEIKH AWA BALLA MBACKE,03,568,CLASSE CE2 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE CHEIKH AWA BALLA MBACKE,04,524,CLASSE CIA
DIOURBEL,BAMBEY,BAMBEY,ECOLE CHEIKH AWA BALLA MBACKE,05,532,CLASSE CE2 B
DIOURBEL,BAMBEY,BAMBEY,ECOLE CHEIKH AWA BALLA MBACKE,06,526,CLASSE CE1 A
DIOURBEL,BAMBEY,BAMBEY,ECOLE CHEIKH AWA BALLA MBACKE,07,357,CLASSE CE1 B
DIOURBEL,BAMBEY,BAMBEY,MAIRIE,01,558,CEM DIERY FALL
DIOURBEL,BAMBEY,BAMBEY,MAIRIE,02,556,CEM DIERY FALL
DIOURBEL,BAMBEY,BAMBEY,MAIRIE,03,558,CEM DIERY FALL
DIOURBEL,BAMBEY,DANGALMA,BABACK DIOMEGOR,01,571,CLASSE CI
DIOURBEL,BAMBEY,DANGALMA,BABACK DIOMEGOR,02,154,CLASSE CM2
DIOURBEL,BAMBEY,DANGALMA,BAMBEY SERERE,01,531,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,BAMBEY SERERE,02,531,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,DADACK,01,555,CLASSE CE2
DIOURBEL,BAMBEY,DANGALMA,DANGALMA,01,574,CLASSE CE2
DIOURBEL,BAMBEY,DANGALMA,DANGALMA,02,575,CLASSE CM1
DIOURBEL,BAMBEY,DANGALMA,DANGALMA,03,575,CLASSE CM2
DIOURBEL,BAMBEY,DANGALMA,DANGALMA,04,574,CLASSE CE1
DIOURBEL,BAMBEY,DANGALMA,DANGALMA 2,01,546,CLASSE CM1
DIOURBEL,BAMBEY,DANGALMA,DANGALMA 2,02,223,CLASSE CP
DIOURBEL,BAMBEY,DANGALMA,ECOLE SINDIANE (EX SEO SINDIANE),01,569,CLASSE CE2
DIOURBEL,BAMBEY,DANGALMA,GATT DIOCOUL 1,01,555,CLASSE CE1
DIOURBEL,BAMBEY,DANGALMA,GATT DIOCOUL 1,02,555,CLASSE CP
DIOURBEL,BAMBEY,DANGALMA,GATT GALLO,01,583,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,GATT GALLO,02,586,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,GATT GALLO,03,131,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,GATT NGARAFF 1,01,528,CLASSE CM1
DIOURBEL,BAMBEY,DANGALMA,GATT NGARAFF 1,02,527,CLASSE CE2
DIOURBEL,BAMBEY,DANGALMA,GATT NGARAFF 1,03,528,ECOLE CLASSE CP
DIOURBEL,BAMBEY,DANGALMA,KEUR GALLO,01,281,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,LYCEE DE DANGALMA,01,367,SALLE 6
DIOURBEL,BAMBEY,DANGALMA,LYCEE DE DANGALMA,02,368,SALLE 7
DIOURBEL,BAMBEY,DANGALMA,MERINA,01,588,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,MERINA,02,53,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,NDIADIANE,01,588,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,NDIADIANE,02,75,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,NDIOBENE NGOYE,01,245,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,NGOKHOTHIE,01,470,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,NGOKHOTHIE EX LAMBAYE,01,256,CLASSE CI
DIOURBEL,BAMBEY,DANGALMA,NGUEME YADIAMA,01,286,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,NGUITHIE PEYE,01,464,CLASSE CE2
DIOURBEL,BAMBEY,DANGALMA,SANGHAYE,01,380,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,SAO,01,180,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DANGALMA,TALLAGNE,01,561,CASE DE SANTE
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),BARIDIAME,01,359,CLASSE CE2
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),DINGUIRAYE,01,560,CLASSE CM2
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),DINGUIRAYE,02,180,SALLE DE CLASSE
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),GOLL,01,355,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),GRAME,01,542,CLASSE CM1
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),GRAME,02,105,SALLE DE CLASSE
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),KANGHARLO,01,254,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),KEUR MADIOP,01,430,CLASSE CM2
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),KEUR MADIOP,02,430,CLASSE CI
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),MBAYE,01,149,CLASSE CP
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),NDIANE 1,01,246,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),THIAYTOU,01,570,CLASSE CM 2
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),THIAYTOU,02,102,SALLE DE CLASSE
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),THIOKHOL,01,299,ABRI PROVISOIRE
DIOURBEL,BAMBEY,DINGUIRAYE (BAMBEY),TOUNGHOR,01,300,CLASSE CM1
DIOURBEL,BAMBEY,GAWANE,DAROU KHOUDOSS,01,370,ABRI PROVISOIRE
DIOURBEL,BAMBEY,GAWANE,GAPP,01,215,ECOLE GAPP SALLE 1
DIOURBEL,BAMBEY,GAWANE,GAWANE ESCALE,01,371,ECOLE GAWANE SALLE 1
DIOURBEL,BAMBEY,GAWANE,GAWANE ESCALE,02,371,ECOLE GAWANE SALLE 2
DIOURBEL,BAMBEY,GAWANE,GAWANE MBACKE,01,467,ECOLE GAWANE SALLE 3
DIOURBEL,BAMBEY,GAWANE,GAWANE MBACKE,02,465,ECOLE GAWANE SALLE 4
DIOURBEL,BAMBEY,GAWANE,KEUR DIEUMB DIA,01,230,ABRI PROVISOIRE
DIOURBEL,BAMBEY,GAWANE,LANGAR DEUNE,01,454,ECOLE LANGAR DEUNE SALLE 1
DIOURBEL,BAMBEY,GAWANE,LANGAR PEYE,01,338,ECOLE LANGAR PEYE SALLE 1
