RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
FRANCE,FRANCE,PARIS,PARIS,44,597
FRANCE,FRANCE,PARIS,PARIS,45,597
FRANCE,FRANCE,PARIS,PARIS,46,597
FRANCE,FRANCE,PARIS,PARIS,47,597
FRANCE,FRANCE,PARIS,PARIS,48,597
FRANCE,FRANCE,PARIS,PARIS,49,597
FRANCE,FRANCE,PARIS,PARIS,50,597
FRANCE,FRANCE,PARIS,PARIS,51,597
FRANCE,FRANCE,PARIS,PARIS,52,595
FRANCE,FRANCE,PARIS,PARIS,53,596
FRANCE,FRANCE,PARIS,PARIS,54,596
FRANCE,FRANCE,PARIS,PARIS,55,596
FRANCE,FRANCE,PARIS,PARIS,56,596
FRANCE,FRANCE,PARIS,PARIS,57,596
FRANCE,FRANCE,PARIS,PARIS,58,596
FRANCE,FRANCE,PARIS,PARIS,59,596
FRANCE,FRANCE,PARIS,PARIS,60,596
FRANCE,FRANCE,PARIS,PARIS,61,596
FRANCE,FRANCE,PARIS,PARIS,62,596
FRANCE,FRANCE,PARIS,PARIS,63,596
FRANCE,FRANCE,PARIS,PARIS,64,596
FRANCE,FRANCE,PARIS,PARIS,65,596
FRANCE,FRANCE,PARIS,PARIS,66,596
FRANCE,FRANCE,PARIS,PARIS,67,596
FRANCE,FRANCE,STRASBOURG,STRASBOURG,01,576
FRANCE,FRANCE,STRASBOURG,STRASBOURG,02,576
FRANCE,FRANCE,STRASBOURG,STRASBOURG,03,575
FRANCE,FRANCE,TOULON,TOULON,01,313
