RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
GABON,GABON,LIBREVILLE,LIBREVILLE,18,546
GABON,GABON,LIBREVILLE,LIBREVILLE,19,546
GABON,GABON,LIBREVILLE,LIBREVILLE,20,548
GABON,GABON,LIBREVILLE,LIBREVILLE,21,546
GABON,GABON,LIBREVILLE,MAKOKOU,01,186
GABON,GABON,LIBREVILLE,MITZIC,01,62
GABON,GABON,LIBREVILLE,MOANDA,01,175
GABON,GABON,LIBREVILLE,MOUILA,01,159
GABON,GABON,LIBREVILLE,NDJOLE,01,73
GABON,GABON,LIBREVILLE,NTOUM,01,167
GABON,GABON,LIBREVILLE,OYEM,01,194
GABON,GABON,LIBREVILLE,PORT GENTIL,01,482
GABON,GABON,LIBREVILLE,PORT GENTIL,02,481
GABON,GABON,LIBREVILLE,PORT GENTIL,03,482
GABON,GABON,LIBREVILLE,PORT GENTIL,04,482
GABON,GABON,LIBREVILLE,PORT GENTIL,05,481
GABON,GABON,LIBREVILLE,TCHIBANGA,01,83
