RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
GABON,GABON,BITAM,BITAM,01,106
GABON,GABON,BITAM,FRANCEVILLE,01,401
GABON,GABON,BITAM,GAMBA,01,148
GABON,GABON,BITAM,KOULAMOUTOU,01,30
GABON,GABON,BITAM,LAMBARENE,01,248
GABON,GABON,BITAM,LASTOURVILLE,01,82
GABON,GABON,BITAM,LIBREVILLE,01,546
GABON,GABON,BITAM,LIBREVILLE,02,547
GABON,GABON,BITAM,LIBREVILLE,03,547
GABON,GABON,BITAM,LIBREVILLE,04,547
GABON,GABON,BITAM,LIBREVILLE,05,547
GABON,GABON,BITAM,LIBREVILLE,06,547
GABON,GABON,BITAM,LIBREVILLE,07,547
GABON,GABON,BITAM,LIBREVILLE,08,546
GABON,GABON,BITAM,LIBREVILLE,09,546
GABON,GABON,BITAM,LIBREVILLE,10,546
GABON,GABON,BITAM,LIBREVILLE,11,546
GABON,GABON,BITAM,LIBREVILLE,12,546
GABON,GABON,BITAM,LIBREVILLE,13,546
GABON,GABON,BITAM,LIBREVILLE,14,546
GABON,GABON,BITAM,LIBREVILLE,15,546
GABON,GABON,BITAM,LIBREVILLE,16,546
GABON,GABON,BITAM,LIBREVILLE,17,546
