RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
GAMBIE,GAMBIE,SEREKUNDA,SEREKUNDA,08,555
GAMBIE,GAMBIE,SEREKUNDA,SEREKUNDA,09,556
GAMBIE,GAMBIE,SEREKUNDA,SEREKUNDA,10,556
GAMBIE,GAMBIE,SEREKUNDA,BASSET,01,373
GAMBIE,GAMBIE,SEREKUNDA,BASSET,02,372
GAMBIE,GAMBIE,SEREKUNDA,BRIKAMA,01,542
GAMBIE,GAMBIE,SEREKUNDA,BRIKAMA,02,546
GAMBIE,GAMBIE,SEREKUNDA,BRIKAMA,03,194
GAMBIE,GAMBIE,SEREKUNDA,BRUFUT,01,544
GAMBIE,GAMBIE,SEREKUNDA,GUNJUR,01,318
GAMBIE,GAMBIE,SEREKUNDA,GUNJUR,02,319
GAMBIE,GAMBIE,SEREKUNDA,LAMIN,01,308
