RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
GUINEE,GUINEE,BANAKORO,BANAKORO,01,31
GUINEE,GUINEE,BANAKORO,CONAKRY,01,530
GUINEE,GUINEE,BANAKORO,CONAKRY,02,545
GUINEE,GUINEE,BANAKORO,CONAKRY,03,540
GUINEE,GUINEE,BANAKORO,CONAKRY,04,546
GUINEE,GUINEE,BANAKORO,CONAKRY,05,377
GUINEE,GUINEE,BANAKORO,FRIA,01,37
GUINEE,GUINEE,BANAKORO,KAMSAR,01,112
GUINEE,GUINEE,BANAKORO,KANKAN,01,29
GUINEE,GUINEE,BANAKORO,KINDIA,01,19
GUINEE,GUINEE,BANAKORO,LABE,01,150
GUINEE,GUINEE,BANAKORO,TIMBI MADINA,01,74
