RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,18,545
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,19,545
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,20,545
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,21,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,22,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,23,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,24,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,25,543
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,26,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,27,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,28,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,29,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,30,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,31,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,32,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,33,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,34,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,35,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,36,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,37,551
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,38,546
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,39,543
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,40,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,41,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,42,555
MAURITANIE,MAURITANIE,ROSSO MAURITANIE,ROSSO MAURITANIE,01,334
