RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
FRANCE,FRANCE,LYON,LYON,03,550
FRANCE,FRANCE,LYON,LYON,04,551
FRANCE,FRANCE,LYON,LYON,05,551
FRANCE,FRANCE,LYON,LYON,06,550
FRANCE,FRANCE,LYON,LYON,07,549
FRANCE,FRANCE,LYON,LYON,08,553
FRANCE,FRANCE,LYON,LYON,09,553
FRANCE,FRANCE,MARSEILLE,MARSEILLE,01,513
FRANCE,FRANCE,MARSEILLE,MARSEILLE,02,525
FRANCE,FRANCE,MARSEILLE,MARSEILLE,03,514
FRANCE,FRANCE,MARSEILLE,MARSEILLE,04,525
FRANCE,FRANCE,MARSEILLE,MARSEILLE,05,548
FRANCE,FRANCE,MARSEILLE,MARSEILLE,06,497
FRANCE,FRANCE,MARSEILLE,MARSEILLE,07,497
FRANCE,FRANCE,MONTPELLIER,MONTPELLIER,01,541
FRANCE,FRANCE,MONTPELLIER,MONTPELLIER,02,434
FRANCE,FRANCE,NICE,NICE,01,518
FRANCE,FRANCE,NICE,NICE,02,426
FRANCE,FRANCE,CREIL,CREIL,01,489
FRANCE,FRANCE,CREIL,CREIL,02,489
FRANCE,FRANCE,CREIL,CREIL,03,489
FRANCE,FRANCE,MANTES-LA-JOLIE,MANTES-LA-JOLIE,01,570
FRANCE,FRANCE,MANTES-LA-JOLIE,MANTES-LA-JOLIE,02,569
FRANCE,FRANCE,MANTES-LA-JOLIE,MANTES-LA-JOLIE,03,569
FRANCE,FRANCE,MANTES-LA-JOLIE,MANTES-LA-JOLIE,04,569
FRANCE,FRANCE,MANTES-LA-JOLIE,MANTES-LA-JOLIE,05,569
FRANCE,FRANCE,MANTES-LA-JOLIE,MANTES-LA-JOLIE,06,569
FRANCE,FRANCE,MANTES-LA-JOLIE,MANTES-LA-JOLIE,07,569
