RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
GAMBIE,GAMBIE,BAKAU,BAKAU,01,576
GAMBIE,GAMBIE,BAKAU,ECOLE PRIM SENEGALAIS KANIFING,01,554
GAMBIE,GAMBIE,BAKAU,ECOLE PRIM. SENEGAL TOBACCO ROAD,01,540
GAMBIE,GAMBIE,BAKAU,ECOLE PRIM. SENEGAL TOBACCO ROAD,02,553
GAMBIE,GAMBIE,BAKAU,ECOLE PRIM. SENEGAL TOBACCO ROAD,03,551
GAMBIE,GAMBIE,BAKAU,ECOLE PRIM. SENEGAL TOBACCO ROAD,04,182
GAMBIE,GAMBIE,BAKAU,LYCEE SENEGALAIS KANIFING,01,443
GAMBIE,GAMBIE,BAKAU,LYCEE SENEGALAIS KANIFING,02,446
GAMBIE,GAMBIE,BAKAU,BANSANG,01,276
GAMBIE,GAMBIE,BAKAU,KAUR,01,85
GAMBIE,GAMBIE,BAKAU,KUNTAUR,01,43
GAMBIE,GAMBIE,BAKAU,VELINGARABA,01,102
GAMBIE,GAMBIE,BAKAU,SOMA,01,242
GAMBIE,GAMBIE,BAKAU,BARRA,01,431
GAMBIE,GAMBIE,BAKAU,FARAFENI,01,378
GAMBIE,GAMBIE,BAKAU,FARAFENI,02,377
GAMBIE,GAMBIE,BAKAU,SEREKUNDA,01,556
GAMBIE,GAMBIE,BAKAU,SEREKUNDA,02,556
GAMBIE,GAMBIE,BAKAU,SEREKUNDA,03,556
GAMBIE,GAMBIE,BAKAU,SEREKUNDA,04,556
GAMBIE,GAMBIE,BAKAU,SEREKUNDA,05,556
GAMBIE,GAMBIE,BAKAU,SEREKUNDA,06,555
GAMBIE,GAMBIE,BAKAU,SEREKUNDA,07,555
