RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
FRANCE,FRANCE,PARIS,PARIS,16,597
FRANCE,FRANCE,PARIS,PARIS,17,597
FRANCE,FRANCE,PARIS,PARIS,18,597
FRANCE,FRANCE,PARIS,PARIS,19,597
FRANCE,FRANCE,PARIS,PARIS,20,597
FRANCE,FRANCE,PARIS,PARIS,21,597
FRANCE,FRANCE,PARIS,PARIS,22,598
FRANCE,FRANCE,PARIS,PARIS,23,597
FRANCE,FRANCE,PARIS,PARIS,24,597
FRANCE,FRANCE,PARIS,PARIS,25,597
FRANCE,FRANCE,PARIS,PARIS,26,597
FRANCE,FRANCE,PARIS,PARIS,27,596
FRANCE,FRANCE,PARIS,PARIS,28,597
FRANCE,FRANCE,PARIS,PARIS,29,597
FRANCE,FRANCE,PARIS,PARIS,30,596
FRANCE,FRANCE,PARIS,PARIS,31,596
FRANCE,FRANCE,PARIS,PARIS,32,596
FRANCE,FRANCE,PARIS,PARIS,33,595
FRANCE,FRANCE,PARIS,PARIS,34,596
FRANCE,FRANCE,PARIS,PARIS,35,596
FRANCE,FRANCE,PARIS,PARIS,36,597
FRANCE,FRANCE,PARIS,PARIS,37,596
FRANCE,FRANCE,PARIS,PARIS,38,596
FRANCE,FRANCE,PARIS,PARIS,39,597
FRANCE,FRANCE,PARIS,PARIS,40,597
FRANCE,FRANCE,PARIS,PARIS,41,597
FRANCE,FRANCE,PARIS,PARIS,42,597
FRANCE,FRANCE,PARIS,PARIS,43,597
