Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,BELLY POURY,01,228,CLASSE CI/CP
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,BOKHOLAKHO,01,101,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,DALAFING,01,362,CLASSE CI
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,DIANKE MAKHAN,01,422,CLASSE CM2
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,DIANKE MAKHAN,02,285,CLASSE CI
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,GOUTTA CEBBE,01,414,CLASSE CM1
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,KAVOYE,01,63,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,KOTHIE,01,331,CLASSE CE1/CE2
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,KOUFADOU,01,156,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,MEDINA CODIOLON,01,194,CLASSE CI/CM2
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,OUMBARE,01,103,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,SAME SORY DICKO,01,187,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,SINTHIOU FODE,01,158,SALLE DE CLASSE
