Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMADOU CHARLES LEGROS DIALLO,06,564,CLASSE CPA
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMADOU CHARLES LEGROS DIALLO,07,573,CLASSE CI
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMADOU CHARLES LEGROS DIALLO,08,496,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMADOU CHARLES LEGROS DIALLO,09,484,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMADOU CHARLES NIANG,01,576,CLASSE CM2 B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMADOU CHARLES NIANG,02,574,CLASSE CE2 B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMADOU CHARLES NIANG,03,573,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMADOU CHARLES NIANG,04,573,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMADOU CHARLES NIANG,05,576,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMOUR DIALLO,01,578,CLASSE CM2 B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMOUR DIALLO,02,577,CLASSE CI B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMOUR DIALLO,03,567,CLASSE CM1 B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMOUR DIALLO,04,577,CLASSE CE1 B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMOUR DIALLO,05,572,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MAMOUR DIALLO,06,281,CLASSE CE2 A
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MOUSSA DIOP (EX NGALLELE),01,567,CLASSE CM1
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MOUSSA DIOP (EX NGALLELE),02,557,CLASSE CPA
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MOUSSA DIOP (EX NGALLELE),03,559,CLASSE CM 1 B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MOUSSA DIOP (EX NGALLELE),04,552,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MOUSSA DIOP (EX NGALLELE),05,552,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MOUSSA DIOP (EX NGALLELE),06,550,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MOUSSA DIOP (EX NGALLELE),07,529,CLASSE CM2 A
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE MOUSSA DIOP (EX NGALLELE),08,466,CLASSE CM2
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NALLA NDIAYE,01,576,CLASSE CE1 A
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NALLA NDIAYE,02,577,CLASSE CE1 B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NALLA NDIAYE,03,574,CLASSE CE2 B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NALLA NDIAYE,04,570,CLASSE CE2 A
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NALLA NDIAYE,05,576,CLASSE CM2 A
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NALLA NDIAYE,06,579,CLASSE CM2 B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NALLA NDIAYE,07,565,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NALLA NDIAYE,08,566,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NALLA NDIAYE,09,565,SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NALLA NDIAYE,10,565,CP B
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NDATE YALLA,01,584,CLASSE CPB
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NDATE YALLA,02,592,CLASSE CE1 A
SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,ECOLE NDATE YALLA,03,584,CLASSE CP A
