Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
DAKAR,DAKAR,YOFF,ECOLE EH TALLA DIAGNE (YOFF 1),03,565,CP B ECOLE EH TALLA DIAGNE
DAKAR,DAKAR,YOFF,ECOLE EH TALLA DIAGNE (YOFF 1),04,559,CE1 A ECOLE EH TALLA DIAGNE
DAKAR,DAKAR,YOFF,ECOLE EH TALLA DIAGNE (YOFF 1),05,560,CE1 B ECOLE EH TALLA DIAGNE
DAKAR,DAKAR,YOFF,ECOLE EH TALLA DIAGNE (YOFF 1),06,494,CE2 A ECOLE EH TALLA DIAGNE
DAKAR,DAKAR,YOFF,ECOLE ELIMANE THIAW,01,557,CLASSE CI A
DAKAR,DAKAR,YOFF,ECOLE ELIMANE THIAW,02,557,CLASSE CI B
DAKAR,DAKAR,YOFF,ECOLE ELIMANE THIAW,03,556,CLASSE CP A
DAKAR,DAKAR,YOFF,ECOLE ELIMANE THIAW,04,558,CLASSE CP B
DAKAR,DAKAR,YOFF,ECOLE ELIMANE THIAW,05,556,CLASSE CI A 2
DAKAR,DAKAR,YOFF,ECOLE ELIMANE THIAW,06,556,CLASSE CI B 2
DAKAR,DAKAR,YOFF,ECOLE ELIMANE THIAW,07,556,CLASSE CE2 A
DAKAR,DAKAR,YOFF,ECOLE ELIMANE THIAW,08,556,CLASSE CE2 B
DAKAR,DAKAR,YOFF,ECOLE ELIMANE THIAW,09,475,CLASSE CM2 A
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,01,600,CLASSE CE1
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,02,600,CLASSE CPA
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,03,600,CLASSE CI B
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,04,600,CLASSE CI A
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,05,600,CLASSE CP B
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,06,600,CLASSE CM1 A
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,07,600,CLASSE CM1B REZ CHAUSSEE 2 BLO
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,08,600,CLASSE CM2B 1ER ETAGE AILE GAU
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,09,600,CLASSE CM2 A
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,10,600,CLASSE CE2 A
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,11,600,CLASSE CE2 B
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,12,600,CLASSE CM1
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,13,600,BIBLIOTHEQUE
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,14,600,SALLE DE CLASSE
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,15,600,SALLE DE CLASSE
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,16,600,SALLE DE CLASSE
DAKAR,DAKAR,YOFF,ECOLE JAPONAISE,17,135,SALLE DE CLASSE
DAKAR,DAKAR,YOFF,ECOLE KENJIRO,01,586,CLASSE CE2
DAKAR,DAKAR,YOFF,ECOLE KENJIRO,02,576,CLASSE CM1
DAKAR,DAKAR,YOFF,ECOLE KENJIRO,03,579,CLASSE CI
DAKAR,DAKAR,YOFF,ECOLE KENJIRO,04,582,CLASSE CP
DAKAR,DAKAR,YOFF,ECOLE KENJIRO,05,585,CLASSE CE1
DAKAR,DAKAR,YOFF,ECOLE KENJIRO,06,582,CLASSE CM 2
DAKAR,DAKAR,YOFF,ECOLE KENJIRO,07,579,CLASSE CI B
DAKAR,DAKAR,YOFF,ECOLE KENJIRO,08,580,CLASSE CE1 B
