Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
DAKAR,DAKAR,SICAP LIBERTE,CENTRE SOCIAL LIBERTE 3 A,01,585,GRANDE SALLE 1
DAKAR,DAKAR,SICAP LIBERTE,CENTRE SOCIAL LIBERTE 3 A,02,588,GRANDE SALLE 2
DAKAR,DAKAR,SICAP LIBERTE,CENTRE SOCIAL LIBERTE 3 A,03,576,SALLE DE COUTURE
DAKAR,DAKAR,SICAP LIBERTE,CENTRE SOCIAL LIBERTE 3 A,04,533,SALLE
DAKAR,DAKAR,SICAP LIBERTE,CENTRE SOCIAL LIBERTE 3 A,05,442,ABRI PROVISOIRE
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,01,600,CLASSE CP A
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,02,600,CLASSE CP B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,03,600,CLASSE CP C
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,04,591,CLASSE CI B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,05,601,CLASSE CM2 C
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,06,600,CLASSE CM1 A
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,07,600,CLASSE CM1 B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,08,600,CLASSE CM1 C
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,09,600,CLASSE CE2 B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,10,600,CLASSE CE1 B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,11,600,SALLE DE CLASSE
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,12,598,SALLE DE CLASSE
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,13,588,SALLE DE CLASSE
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,14,598,SALLE DE CLASSE
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 1,15,295,SALLE DE CLASSE
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,01,593,CLASSE CI A
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,02,593,CLASSE CI B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,03,593,CLASSE CPA
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,04,596,CLASSE CP B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,05,596,CLASSE CM1A
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,06,597,CLASSE CM1 B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,07,595,CLASSE CM2 A
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,08,593,CLASSE CE1 B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,09,595,SALLE DE CLASSE
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,10,596,SALLE DE CLASSE
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,11,595,SALLE DE CLASSE
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 A,12,594,SALLE DE CLASSE
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 B ET C,01,576,CLASSE CM2 A
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 B ET C,02,573,CLASSE CM2 B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 B ET C,03,581,CLASSE CM1 A
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 B ET C,04,578,CLASSE CM1 B
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 B ET C,05,573,CLASSE CP A
DAKAR,DAKAR,SICAP LIBERTE,ECOLE LIBERTE 6 B ET C,06,577,CLASSE CP B
