Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,BADON,01,190,CLASSE CM 2
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,BAGNOMBA,01,351,CLASSE CE 1
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,BANTATA MALINKE,01,186,CLASSE CM2
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,BANTATA TANDA,01,132,CLASSE CP
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,KABATEGUINDA,01,463,CLASSE CE 1
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,KABATEGUINDA,02,165,CLASSE CM1
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,KANOUMERI,01,261,CLASSE CM 2
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,MAKO,01,566,CLASSE CE 2
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,MAKO,02,563,CLASSE CM 1
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,MAKO,03,204,CLASSE CE1
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,MAROUGOUKOTO,01,370,CLASSE CM 2
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,NGARI,01,234,CLASSE CM 1
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,NIEMENIKE,01,556,CLASSE CE 2
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,NIEMENIKE,02,104,CLASSE CM1
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,TAMBANOUMOUYA,01,251,CLASSE CE1
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,TOMBORONKOTO,01,566,CLASSE CM 2
KEDOUGOU,KEDOUGOU,TOMBORONKOTO,TOMBORONKOTO,02,88,CLASSE CM1
