Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
KAFFRINE,BIRKILANE,NDIOGNICK,BAYTITE,01,329,ABRI PROVISOIRE
KAFFRINE,BIRKILANE,NDIOGNICK,BAYTITE,02,328,ABRI PROVISOIRE
KAFFRINE,BIRKILANE,NDIOGNICK,BOUCHRA,01,521,ABRI PROVISOIRE
KAFFRINE,BIRKILANE,NDIOGNICK,DAGA BIRAM,01,435,ECOLE SALLE 1
KAFFRINE,BIRKILANE,NDIOGNICK,DAROU PAKALA,01,338,ECOLE SALLE 1
KAFFRINE,BIRKILANE,NDIOGNICK,ECOLE ELEMENTAIRE KEUR PATHE DEME,01,538,SALLE DE CLASSE
KAFFRINE,BIRKILANE,NDIOGNICK,ECOLE ELEMENTAIRE KEUR SAWELY,01,481,SALLE DE CLASSE
KAFFRINE,BIRKILANE,NDIOGNICK,ECOLE ELEMENTAIRE KEUR SAWELY,02,480,SALLE DE CLASSE
KAFFRINE,BIRKILANE,NDIOGNICK,GOBACK SOUKOUM,01,529,ECOLE SALLE 1
KAFFRINE,BIRKILANE,NDIOGNICK,GODJI AMADOU MATAR,01,521,CASE DE SANTE
KAFFRINE,BIRKILANE,NDIOGNICK,KETHIEWANE OUOLOF,01,478,ECOLE SALLE 1
KAFFRINE,BIRKILANE,NDIOGNICK,KEUR MODOU NDIAMATOU,01,569,ABRI PROVISOIRE
KAFFRINE,BIRKILANE,NDIOGNICK,KEUR MODOU NDIAMATOU,02,113,ABRI PROVISOIRE
KAFFRINE,BIRKILANE,NDIOGNICK,KEUR NDARI,01,444,ABRI PROVISOIRE
KAFFRINE,BIRKILANE,NDIOGNICK,KEUR NDARI,02,444,ABRI PROVISOIRE
KAFFRINE,BIRKILANE,NDIOGNICK,KEUR SADER,01,412,ABRI PROVISOIRE
KAFFRINE,BIRKILANE,NDIOGNICK,LOUMENE,01,525,ECOLE SALLE 1
KAFFRINE,BIRKILANE,NDIOGNICK,LOUMENE,02,528,ECOLE SALLE 2
KAFFRINE,BIRKILANE,NDIOGNICK,NANDJIGUI,01,392,ABRI PROVISOIRE
KAFFRINE,BIRKILANE,NDIOGNICK,NANDJIGUI,02,390,ABRI PROVISOIRE
KAFFRINE,BIRKILANE,NDIOGNICK,NDIAMACOLON,01,475,ECOLE SALLE 1
KAFFRINE,BIRKILANE,NDIOGNICK,NDIAMACOLON,02,372,SALLE DE CLASSE
KAFFRINE,BIRKILANE,NDIOGNICK,NDIAYENE BAGANA,01,569,ECOLE SALLE 1
KAFFRINE,BIRKILANE,NDIOGNICK,NDIMB KORKI,01,353,ECOLE SALLE 1
KAFFRINE,BIRKILANE,NDIOGNICK,NDIMB KORKI,02,354,ECOLE SALLE 2
KAFFRINE,BIRKILANE,NDIOGNICK,NDIOGNICK,01,485,ECOLE SALLE 1
KAFFRINE,BIRKILANE,NDIOGNICK,NDIOGNICK,02,486,ECOLE SALLE 2
